Comune,Provincia,Regione,Nome,Tipo,Anno inserimento,Identificatore in OpenStreetMap,Longitudine,Latitudine
Palmi,REGGIO CALABRIA,Calabria,Colonna Romana,"Monumento commemorativo, sacrario",2015,1925271700,15.8496001999999,38.3579387999999
Palmi,REGGIO CALABRIA,Calabria,Croce dei morti,"Monumento commemorativo, sacrario",2015,3504733579,15.8391619,38.3561455999999
Palmi,REGGIO CALABRIA,Calabria,Croce illuminata,"Monumento commemorativo, sacrario",2015,3504733330,15.8413935,38.3471049999999
Palmi,REGGIO CALABRIA,Calabria,Edicola Madonna del Carmine,"Monumento commemorativo, sacrario",2012,1729070611,15.8447171,38.3604094
Palmi,REGGIO CALABRIA,Calabria,Fontana della Palma,"Monumento commemorativo, sacrario",2015,1729070613,15.8463802,38.3578691
Palmi,REGGIO CALABRIA,Calabria,Fontana Muta,"Monumento commemorativo, sacrario",2012,1729070599,15.8536138,38.3614084
Palmi,REGGIO CALABRIA,Calabria,Fonte di San Rocco,"Monumento commemorativo, sacrario",2013,1729070614,15.8482856,38.3573378
Palmi,REGGIO CALABRIA,Calabria,Mausoleo di Francesco Cilea,"Monumento commemorativo, sacrario",2015,1723751898,15.8505018,38.357377
Palmi,REGGIO CALABRIA,Calabria,Monumento a Cardone,"Monumento commemorativo, sacrario",2015,3504733192,15.8411627999999,38.3470586999999
Palmi,REGGIO CALABRIA,Calabria,Monumento a Nicola Pizi,"Monumento commemorativo, sacrario",2015,3504729115,15.8490404999999,38.3547279
Palmi,REGGIO CALABRIA,Calabria,Monumento a San Francesco d'A.,"Monumento commemorativo, sacrario",2012,1729070600,15.8519346999999,38.3606891
Palmi,REGGIO CALABRIA,Calabria,Monumento ai Caduti,"Monumento commemorativo, sacrario",2012,1729070603,15.8494297999999,38.3583335
Palmi,REGGIO CALABRIA,Calabria,Monumento ai Caduti di Nassyria,"Monumento commemorativo, sacrario",2015,3504728567,15.8516824,38.3562087
Palmi,REGGIO CALABRIA,Calabria,Monumento ai Caduti sul lavoro,"Monumento commemorativo, sacrario",2015,3504728502,15.8489038,38.356928
Palmi,REGGIO CALABRIA,Calabria,Monumento al Lavoro,"Monumento commemorativo, sacrario",2013,2533514132,15.8493347,38.3585258
Palmi,REGGIO CALABRIA,Calabria,Monumento alla Varia di Palmi,"Monumento commemorativo, sacrario",2015,3504734011,15.8584014,38.365389
Palmi,REGGIO CALABRIA,Calabria,Monumento delle Tre Croci,"Monumento commemorativo, sacrario",2015,2552359578,15.8412247,38.347289
Palmi,REGGIO CALABRIA,Calabria,Obelisco alla Madonna del Carmine,"Monumento commemorativo, sacrario",2012,1729070615,15.8439203,38.3582030999999
Palombara Sabina,ROMA,Lazio,Luttazzi,"Monumento commemorativo, sacrario",2012,1723632199,12.765352,42.0701326
Pannarano,BENEVENTO,Campania,Monumento ai Caduti,"Monumento commemorativo, sacrario",2015,3704822690,14.7032425999999,41.0093407
Pantigliate,MILANO,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2011,1230373927,9.3530579,45.4395889999999
Paolisi,BENEVENTO,Campania,Monumento ai Caduti,"Monumento commemorativo, sacrario",2014,2666763437,14.5761207,41.0371078
Parella,TORINO,Piemonte,Michele Ferretti,"Monumento commemorativo, sacrario",2014,2921726098,7.7906908,45.4296896
Parma,PARMA,Emilia-Romagna,Arco di San Lazzaro,Monumento,2011,350450311,10.3478774999999,44.7959433999999
Parma,PARMA,Emilia-Romagna,Casa degli Alpini,Monumento,2010,701290634,10.3348571,44.7829046
Parma,PARMA,Emilia-Romagna,Fontana del Trianon,Monumento,2012,368020402,10.3165607,44.8060661999999
Parma,PARMA,Emilia-Romagna,Monumento a Filippo Corridoni,Monumento,2009,368247502,10.3226478,44.8023809
Parma,PARMA,Emilia-Romagna,Monumento al Partigiano,Monumento,2015,382754305,10.3275067,44.8038862
Parma,PARMA,Emilia-Romagna,Alberto Rondani,"Monumento commemorativo, sacrario",2014,1899818591,10.3218657,44.7988329
Parma,PARMA,Emilia-Romagna,monumento a Garibaldi,"Monumento commemorativo, sacrario",2012,279565019,10.3280059,44.8017017
Parma,PARMA,Emilia-Romagna,monumento al Parmigianino,"Monumento commemorativo, sacrario",2012,279587192,10.3274676,44.8022003999999
Pasiano di Pordenone,PORDENONE,Friuli-Venezia Giulia,Visinale ai suoi caduti,"Monumento commemorativo, sacrario",2013,2561828552,12.611763,45.8911653999999
Pastrengo,VERONA,Veneto,I Carabinieri della Carica,Monumento,2013,2020566613,10.8002155,45.4883318999999
Pasturo,LECCO,Lombardia,Chiesetta degli Alpini,"Monumento commemorativo, sacrario",2009,429389396,9.4303117,45.9452617999999
Paterno',CATANIA,Sicilia,Monumento ad i caduti,Monumento,2015,3886590430,14.895851,37.5665438999999
Paterno',CATANIA,Sicilia,Ai caduti della strada,"Monumento commemorativo, sacrario",2015,3083019931,14.9049645,37.5761471
Paterno',CATANIA,Sicilia,Vittime del Mare,"Monumento commemorativo, sacrario",2014,3083066273,14.9109295,37.5753752
Paularo,UDINE,Friuli-Venezia Giulia,Fonte Ferruginosa,Monumento,2012,1882311496,13.1303328,46.5368629
Paulilatino,ORISTANO,Sardegna,Statua S. Padre Pio,Monumento,2012,2031568365,8.7604668,40.0789582
Paulilatino,ORISTANO,Sardegna,Monumento dei Caduti,"Monumento commemorativo, sacrario",2012,1968174177,8.7621374,40.0820410999999
Pavia,PAVIA,Lombardia,Alessandro Volta,Monumento,2010,626125340,9.1562607,45.1869362999999
Pavia,PAVIA,Lombardia,Antico Ospedale di San Matteo,Monumento,2010,686549591,9.1570128,45.1865883999999
Pavia,PAVIA,Lombardia,Broletto,Monumento,2014,1062653792,9.15417399999999,45.1847959999999
Pavia,PAVIA,Lombardia,Cupola Arnaboldi,Monumento,2013,2092712188,9.1554129,45.1848823999999
Pavia,PAVIA,Lombardia,Giuseppe Garibaldi,Monumento,2012,530774116,9.1569357,45.189359
Pavia,PAVIA,Lombardia,Le tre Torri,Monumento,2013,686513454,9.1582299,45.1863922
Pavia,PAVIA,Lombardia,Le Tre Torri,Monumento,2010,686513451,9.15783019999999,45.1864998
Pavia,PAVIA,Lombardia,Le Tre Torri,Monumento,2013,686513488,9.1581025,45.1863250999999
Pavia,PAVIA,Lombardia,Pio V,Monumento,2013,1340884289,9.1616683,45.1866922999999
Pavia,PAVIA,Lombardia,Regisole,Monumento,2013,686737875,9.1524853,45.1846256999999
Pavia,PAVIA,Lombardia,Statua al Fante d'Italia,Monumento,2012,1701726302,9.1669932,45.1814699
Pavia,PAVIA,Lombardia,Statua della Minerva,Monumento,2008,207115335,9.1470463,45.1871665999999
Pavia,PAVIA,Lombardia,Monumento agli Aviatori,"Monumento commemorativo, sacrario",2011,207115326,9.14722989999999,45.1823814999999
Pavone del Mella,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2011,1423401192,10.2087895999999,45.3008081999999
Pazzano,REGGIO CALABRIA,Calabria,Monumento ai Caduti,Monumento,2015,1833651424,16.4529187999999,38.4755759999999
Pedara,CATANIA,Sicilia,Monumento ai Caduti in Guerra,Monumento,2013,2384231309,15.0607624999999,37.6187036
Pederobba,TREVISO,Veneto,Sacrario Francese di Pederobba,Monumento,2015,3711826678,11.963854,45.8745247
Pennabilli,RIMINI,Emilia-Romagna,Campana di Lhasa,Monumento,2014,1696109171,12.2638,43.8157367
Pennabilli,RIMINI,Emilia-Romagna,Giardino dei Pensieri,Monumento,2012,1696109178,12.2629249,43.8155703999999
Pennabilli,RIMINI,Emilia-Romagna,La Croce,Monumento,2014,2857605873,12.2672468,43.8169382
Pennabilli,RIMINI,Emilia-Romagna,La Torre di Maciano,Monumento,2012,2027988130,12.2877658,43.8404724999999
Pennabilli,RIMINI,Emilia-Romagna,Orto dei frutti dimenticati,Monumento,2014,1696109144,12.2654076,43.816501
Pennabilli,RIMINI,Emilia-Romagna,La croce,"Monumento commemorativo, sacrario",2014,1696090808,12.2988742,43.8240028
Pergine Valsugana,TRENTO,Trentino-Alto Adige,Monumento ai Caduti,Monumento,2012,1660839180,11.2139659999999,46.0850798
Pergola,PESARO E URBINO,Marche,Monumento ai Caduti,"Monumento commemorativo, sacrario",2012,1904046452,12.8361287,43.5602719999999
Perloz,AOSTA,Valle d'Aosta,Monumento ai Caduti,Monumento,2015,3561510711,7.8083708,45.613025
Perosa Canavese,TORINO,Piemonte,Ai Caduti di Perosa Canavese,"Monumento commemorativo, sacrario",2014,2897287696,7.8288471,45.3975747
Perrero,TORINO,Piemonte,Lapide al partigiano,Monumento,2015,3576520627,7.1573084,44.9416058999999
Perrero,TORINO,Piemonte,Lapide partigiani,Monumento,2015,3576414732,7.1546455,44.9404134999999
Perrero,TORINO,Piemonte,Monumento ai caduti della I Guerra Mondiale,Monumento,2015,3576411357,7.1411758,44.9375332999999
Perrero,TORINO,Piemonte,Monumento al Generale Martinat,Monumento,2015,3576412316,7.1133019,44.9385482
Persico Dosimo,CREMONA,Lombardia,Monumento ai Caduti,Monumento,2016,3936171934,10.0681382,45.1725994999999
Pertica Alta,BRESCIA,Lombardia,Monumento agli Alpini,Monumento,2013,2469354468,10.3209184999999,45.7453806999999
Pertica Alta,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,2469354474,10.3207869,45.7453334
Pertica Alta,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,2518045806,10.3710437,45.72455
Pertica Alta,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,2518045808,10.3449041,45.7420161
Pertica Alta,BRESCIA,Lombardia,Edoardo Togni,"Monumento commemorativo, sacrario",2013,2518045804,10.3709399,45.7245689
Pertica Alta,BRESCIA,Lombardia,Partigiano Emiliano Rinaldini,"Monumento commemorativo, sacrario",2016,2518089553,10.3844727,45.7186507999999
Pertica Alta,BRESCIA,Lombardia,Sacrario Brigata Fiamme Verdi Giacomo Perlasca,"Monumento commemorativo, sacrario",2013,2076935105,10.3546207999999,45.7346951999999
Perugia,PERUGIA,Umbria,Statua di Garibaldi,Monumento,2013,2280265208,12.3887671,43.1058262999999
Pesaro,PESARO E URBINO,Marche,Sfera Grande di A. Pomodoro,Monumento,2015,795814766,12.9184132,43.9140899
Peschiera del Garda,VERONA,Veneto,Ai Caduti sul Mare,"Monumento commemorativo, sacrario",2011,728700407,10.6974663,45.4405142
Peschiera del Garda,VERONA,Veneto,Mcmxci Avis,"Monumento commemorativo, sacrario",2014,1607093949,10.6936877999999,45.4397071
Peschiera del Garda,VERONA,Veneto,Monumento Artiglieri,"Monumento commemorativo, sacrario",2010,735244443,10.6912728,45.4376156
Pescocostanzo,L'AQUILA,Abruzzo,Basilica Santa Maria del Colle,Monumento,2014,2956878110,14.0652386,41.8890300999999
Pescopagano,POTENZA,Basilicata,Monumento all'emigrante,Monumento,2014,3077169586,15.395842,40.8352445
Petralia Sottana,PALERMO,Sicilia,Cane Agro,"Monumento commemorativo, sacrario",2014,2874640167,14.0221581,37.8856788
Petrella Tifernina,CAMPOBASSO,Molise,Monumento ai Caduti,"Monumento commemorativo, sacrario",2014,876232973,14.6959655999999,41.6918869
Peveragno,CUNEO,Piemonte,Ruderi Castello di Forfice (Sec.XI),Monumento,2015,1384338784,7.6170726,44.3102828999999
Pezzaze,BRESCIA,Lombardia,Monumento agli Alpini,Monumento,2016,2459905246,10.2369032,45.7759038
Pezzaze,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,2392187111,10.2485198,45.7610706999999
Pezzaze,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,2459905248,10.2387858,45.7748564999999
Pezzaze,BRESCIA,Lombardia,Bregoli Bortolo fu Giuseppe,"Monumento commemorativo, sacrario",2015,3662374532,10.2494713,45.7656442999999
Pezzaze,BRESCIA,Lombardia,Chesini Antonio,"Monumento commemorativo, sacrario",2015,3642477335,10.2352314999999,45.7715172999999
Pezzaze,BRESCIA,Lombardia,Contrini Michele,"Monumento commemorativo, sacrario",2015,3662374533,10.2494627,45.7656093
Pezzaze,BRESCIA,Lombardia,Monumento agli Alpini,"Monumento commemorativo, sacrario",2013,2459905247,10.2182297,45.7978449
Pezzaze,BRESCIA,Lombardia,Partigiano Richiedei Marcello,"Monumento commemorativo, sacrario",2015,2430552264,10.2068882,45.7741533
Pezzaze,BRESCIA,Lombardia,Richiedei Andrea,"Monumento commemorativo, sacrario",2015,2469316864,10.2554365,45.7649175
Piacenza,PIACENZA,Emilia-Romagna,Monumento ai pontieri,Monumento,2015,3890255707,9.6997879,45.0573823
Piacenza,PIACENZA,Emilia-Romagna,Statua Equestre,Monumento,2013,2330489269,9.69317339999999,45.0524424999999
Piacenza,PIACENZA,Emilia-Romagna,Statua Equestre,Monumento,2013,2330489270,9.6927875,45.0527860999999
Piana di Monte Verna,CASERTA,Campania,Stele alla memoria di Carmelo Ganci e Luciano Pi,"Monumento commemorativo, sacrario",2015,3689421652,14.3198501,41.1433548999999
Piancogno,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,3052040128,10.2342625999999,45.9325842
Piancogno,BRESCIA,Lombardia,Zani Nicola,"Monumento commemorativo, sacrario",2015,3755599370,10.2245294999999,45.9400624
Pianezza,TORINO,Piemonte,Monumento a Maria Bricca,Monumento,2014,2984407822,7.5469342,45.0999373
Pianezza,TORINO,Piemonte,Monumento ai Caduti,"Monumento commemorativo, sacrario",2014,2983920255,7.5479807,45.0984298999999
Pianico,BERGAMO,Lombardia,Monumento agli Alpini,Monumento,2010,884225299,10.0396278,45.8114368999999
Pianopoli,CATANZARO,Calabria,Monumento ai Caduti,"Monumento commemorativo, sacrario",2014,3118349786,16.3867182999999,38.9521783
Pietracamela,TERAMO,Abruzzo,La Madonnina,"Monumento commemorativo, sacrario",2014,2712954104,13.5675694,42.4867499
Pietralunga,PERUGIA,Umbria,Al Partigiano Umbro,Monumento,2014,2932648679,12.4372343999999,43.4419127999999
Pietrasanta,LUCCA,Toscana,Colonna della Liberté,Monumento,2014,2845694836,10.2323995,43.9576445
Pietrasanta,LUCCA,Toscana,Monumento a Leopoldo II,"Monumento commemorativo, sacrario",2012,877773068,10.2322085,43.9574945
Pieve di Cadore,BELLUNO,Veneto,Monumento a Pier Fortunato Calvi,Monumento,2013,2595482078,12.3742044999999,46.4261126
Pieve di Cento,BOLOGNA,Emilia-Romagna,Chiesa Ss. Trinité,Monumento,2010,892825212,11.310421,44.7135555999999
Pieve di Soligo,TREVISO,Veneto,Monumento ai Caduti,Monumento,2012,1859993366,12.1735057999999,45.8998721999999
Pieve di Soligo,TREVISO,Veneto,Mulino,Monumento,2011,1454995547,12.1746478,45.9009022999999
Pieve Fissiraga,LODI,Lombardia,Monumento ai Caduti,Monumento,2015,3654510320,9.4589836,45.2639155
Pieve Santo Stefano,AREZZO,Toscana,ad Amintore Fanfani,Monumento,2014,2822003802,12.0416941,43.6687573
Pieve Tesino,TRENTO,Trentino-Alto Adige,Contrada Pradellano,"Monumento commemorativo, sacrario",2015,3920799713,11.5748724,46.0787876999999
Pignola,POTENZA,Basilicata,Maria Santissima degli Angeli,Monumento,2014,2687155519,15.7870963999999,40.5737954
Pignola,POTENZA,Basilicata,Targa ai Caduti,"Monumento commemorativo, sacrario",2014,2687079360,15.7874028,40.5738583999999
Pignone,LA SPEZIA,Liguria,Monumento ai Caduti,Monumento,2015,3554096782,9.72345359999999,44.1781821
Pinerolo,TORINO,Piemonte,Ai Caduti,Monumento,2013,2109091448,7.3348596,44.888061
Pinerolo,TORINO,Piemonte,Caduti,"Monumento commemorativo, sacrario",2013,2427018628,7.3284585,44.8844143
Pinzano al Tagliamento,PORDENONE,Friuli-Venezia Giulia,Bunker Col Colat,Monumento,2014,1834076130,12.9426438,46.1845558999999
Pinzano al Tagliamento,PORDENONE,Friuli-Venezia Giulia,Cippo partigiano,"Monumento commemorativo, sacrario",2015,3748036873,12.9567645,46.2000324999999
Pinzano al Tagliamento,PORDENONE,Friuli-Venezia Giulia,Monumento ai caduti di Pinzano,"Monumento commemorativo, sacrario",2014,1698327419,12.9488067,46.1842766999999
Pinzolo,TRENTO,Trentino-Alto Adige,Monumento alla Guida Alpina,Monumento,2013,335605395,10.8272596,46.2307212999999
Piobbico,PESARO E URBINO,Marche,Monumento alla bruttezza,Monumento,2014,2919985479,12.5102086,43.5899768
Piobbico,PESARO E URBINO,Marche,Memorial Professore,"Monumento commemorativo, sacrario",2014,2940381356,12.5174757,43.5671994
Piobbico,PESARO E URBINO,Marche,Monumento ai Caduti,"Monumento commemorativo, sacrario",2015,3840634311,12.5088890999999,43.5886225
Piombino,LIVORNO,Toscana,Tomba del Lupi,"Monumento commemorativo, sacrario",2013,2455830356,10.5066238,42.9588942999999
Piovene Rocchette,VICENZA,Veneto,Monumento ai Caduti,Monumento,2014,1600666084,11.4312891,45.7629688
Pisa,PISA,Toscana,Lupa Capitolina,Monumento,2014,1280713165,10.3970258,43.7233826
Pisa,PISA,Toscana,Monumento a Garibaldi,Monumento,2015,1715982935,10.4022311999999,43.716481
Pisa,PISA,Toscana,Nicola Pisano,Monumento,2014,2755196089,10.400289,43.7129959999999
Pisa,PISA,Toscana,Obelisco a Giuseppe Garibaldi,Monumento,2014,2709942745,10.2745327999999,43.6788694999999
Pisa,PISA,Toscana,Re Vittorio Emanuele II,Monumento,2015,1958727001,10.3990574,43.7107140999999
Pisa,PISA,Toscana,Statua dell'Abbondanza,Monumento,2015,1960189760,10.4036691,43.7160395
Pisa,PISA,Toscana,Agostino Bragazzi,"Monumento commemorativo, sacrario",2016,3996393158,10.3374209,43.7271349999999
Pisa,PISA,Toscana,Colonna della Chiesa San Lorenzo in Kinzica di P,"Monumento commemorativo, sacrario",2014,2774173464,10.2894485,43.6187237999999
Pisticci,MATERA,Basilicata,Monumento ai Caduti,"Monumento commemorativo, sacrario",2012,1762636305,16.5583209999999,40.3906662999999
Pistoia,PISTOIA,Toscana,Fantana Campari,Monumento,2014,1641323206,10.8343346,44.0023765999999
Pistoia,PISTOIA,Toscana,Cippo ai caduti di Orsigna II Guerra Mondiale,"Monumento commemorativo, sacrario",2010,828201807,10.8871999,44.076894
Pistoia,PISTOIA,Toscana,Garibaldi,"Monumento commemorativo, sacrario",2015,801307385,10.9166997,43.9308459
Platania,CATANZARO,Calabria,LA MADONNINA,Monumento,2016,3992134630,16.3196392999999,39.0043571
Poggibonsi,SIENA,Toscana,Fonte delle Fate,Monumento,2009,597383889,11.1487567,43.4600597
Poggio a Caiano,PRATO,Toscana,Padre Pio,Monumento,2011,1474708676,11.0553385,43.8124931999999
Poggio Catino,RIETI,Lazio,Monumento a Salvo D'Acquisto,Monumento,2014,3192185563,12.6925726,42.2950176
Poirino,TORINO,Piemonte,Monumento ai caduti della Prima Guerra Mondiale,"Monumento commemorativo, sacrario",2013,2361651116,7.8475557,44.9265639999999
Polaveno,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,2502182888,10.1257044,45.662146
Polaveno,BRESCIA,Lombardia,Monumento agli Artiglieri,"Monumento commemorativo, sacrario",2014,2510922365,10.1128635,45.6601283999999
Polcenigo,PORDENONE,Friuli-Venezia Giulia,Cippo di Conterminazione veneziana,Monumento,2015,3717362793,12.4383517,46.0526208
Polignano a Mare,BARI,Puglia,Monumento ai Caduti,Monumento,2011,561299096,17.2191560999999,40.9950896
Polignano a Mare,BARI,Puglia,Statua Domenico Modugno,Monumento,2012,1773389518,17.2171249,40.9972599999999
Polistena,REGGIO CALABRIA,Calabria,Monumento a Francesco Jerace,Monumento,2013,2192246764,16.0785261,38.4082042
Polistena,REGGIO CALABRIA,Calabria,Monumento a Marino Tigani,Monumento,2013,1616873433,16.0775824,38.4073240999999
Polistena,REGGIO CALABRIA,Calabria,Monumento ai Caduti,Monumento,2012,1405956911,16.0794897,38.4056292
Pollina,PALERMO,Sicilia,Torre Conche,Monumento,2013,2264298848,14.1395713999999,38.02187
Pollina,PALERMO,Sicilia,Torre del Marchese,Monumento,2013,2264298850,14.1633809,38.0206462
Polverara,PADOVA,Veneto,Monumenro ai caduti,"Monumento commemorativo, sacrario",2011,1469110297,11.9591895,45.3097256
Pomarance,PISA,Toscana,Monumento ai caduti nella I G. M.,Monumento,2009,385286878,10.8024656,43.1856592
Pomarico,MATERA,Basilicata,Palazzo Marchesale Donnaperna,Monumento,2014,3175473983,16.5471523,40.5169379
Pont-Saint-Martin,AOSTA,Valle d'Aosta,Aldo Chenuil,"Monumento commemorativo, sacrario",2015,3799368260,7.7950645,45.6018599
Pontassieve,FIRENZE,Toscana,Monumento commemorativo di San Giusto,"Monumento commemorativo, sacrario",2016,3967259409,11.4577772,43.8734978
Ponte,BENEVENTO,Campania,Effige della Madonna di Pompei,Monumento,2014,3174625766,14.6957819999999,41.2148895999999
Ponte,BENEVENTO,Campania,Monumento a D.Ocone,Monumento,2014,3174625765,14.6966224,41.2149758999999
Ponte,BENEVENTO,Campania,Monumento ai Caduti,Monumento,2014,3177313687,14.6924021,41.2146212999999
Ponte,BENEVENTO,Campania,Stadua di S. Pio da Pietrelcina,Monumento,2014,3184689648,14.6942739,41.2146212
Ponte Buggianese,PISTOIA,Toscana,Filippo Cecchi,"Monumento commemorativo, sacrario",2014,3209113116,10.7480965,43.8423999999999
Ponte Buggianese,PISTOIA,Toscana,Giovanni Magrini,"Monumento commemorativo, sacrario",2014,3209113121,10.7484533,43.8392293
Ponte Lambro,COMO,Lombardia,Monumento agli alpini,Monumento,2013,2483352719,9.226272,45.8294343
Ponte Lambro,COMO,Lombardia,Monumento ai Caduti,Monumento,2013,2483352723,9.2256444,45.8305332999999
Ponte nelle Alpi,BELLUNO,Veneto,Monumento ai Caduti,"Monumento commemorativo, sacrario",2008,303749241,12.3245812,46.172494
